breakdown,new,average,total,new_average,new_total,positive,negative,neutral,new_positive,new_negative,new_neutral,product_id,date
"[153, 33, 49, 82, 282]","[0, 0, 0, 0, 0]",3.51,599,,0,364,186,49,0,0,0,6284390,2021-02-01
"[153, 33, 49, 83, 281]","[0, 0, 0, 1, -1]",3.51,599,4.0,0,364,186,49,0,0,0,6284390,2021-02-02
"[153, 33, 49, 82, 282]","[0, 0, 0, -1, 1]",3.51,599,5.0,0,364,186,49,0,0,0,6284390,2021-02-03
"[153, 33, 49, 83, 281]","[0, 0, 0, 1, -1]",3.51,599,4.0,0,364,186,49,0,0,0,6284390,2021-02-04
"[153, 33, 49, 83, 281]","[0, 0, 0, 0, 0]",3.51,599,,0,364,186,49,0,0,0,6284390,2021-02-05
"[153, 33, 49, 83, 281]","[0, 0, 0, 0, 0]",3.51,599,,0,364,186,49,0,0,0,6284390,2021-02-06
"[153, 33, 49, 83, 281]","[0, 0, 0, 0, 0]",3.51,599,,0,364,186,49,0,0,0,6284390,2021-02-07
"[153, 33, 49, 83, 281]","[0, 0, 0, 0, 0]",3.51,599,,0,364,186,49,0,0,0,6284390,2021-02-08
"[153, 33, 49, 84, 281]","[0, 0, 0, 1, 0]",3.51,600,4.0,1,365,186,49,1,0,0,6284390,2021-02-09
"[153, 33, 49, 83, 282]","[0, 0, 0, -1, 1]",3.51,600,5.0,0,365,186,49,0,0,0,6284390,2021-02-10
"[153, 33, 49, 84, 281]","[0, 0, 0, 1, -1]",3.51,600,4.0,0,365,186,49,0,0,0,6284390,2021-02-11
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-12
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-13
"[153, 33, 49, 83, 282]","[0, 0, 0, -1, 1]",3.51,600,5.0,0,365,186,49,0,0,0,6284390,2021-02-14
"[153, 33, 49, 83, 282]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-15
"[153, 33, 49, 84, 281]","[0, 0, 0, 1, -1]",3.51,600,4.0,0,365,186,49,0,0,0,6284390,2021-02-16
"[153, 33, 49, 83, 282]","[0, 0, 0, -1, 1]",3.51,600,5.0,0,365,186,49,0,0,0,6284390,2021-02-17
"[153, 33, 49, 84, 281]","[0, 0, 0, 1, -1]",3.51,600,4.0,0,365,186,49,0,0,0,6284390,2021-02-18
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-19
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-20
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-21
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-22
"[153, 33, 49, 83, 282]","[0, 0, 0, -1, 1]",3.51,600,5.0,0,365,186,49,0,0,0,6284390,2021-02-23
"[153, 33, 49, 84, 281]","[0, 0, 0, 1, -1]",3.51,600,4.0,0,365,186,49,0,0,0,6284390,2021-02-24
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-25
"[153, 33, 49, 84, 281]","[0, 0, 0, 0, 0]",3.51,600,,0,365,186,49,0,0,0,6284390,2021-02-26
"[136, 39, 49, 71, 297]","[0, 0, 0, 0, 0]",3.6,592,,0,368,175,49,0,0,0,6454653,2021-02-01
"[136, 39, 50, 71, 296]","[0, 0, 1, 0, -1]",3.59,592,3.0,0,367,175,50,-1,0,1,6454653,2021-02-02
"[136, 39, 50, 71, 296]","[0, 0, 0, 0, 0]",3.59,592,,0,367,175,50,0,0,0,6454653,2021-02-03
"[136, 39, 49, 71, 298]","[0, 0, -1, 0, 2]",3.6,593,5.0,1,369,175,49,2,0,-1,6454653,2021-02-04
"[136, 39, 49, 71, 298]","[0, 0, 0, 0, 0]",3.6,593,,0,369,175,49,0,0,0,6454653,2021-02-05
"[136, 39, 50, 71, 297]","[0, 0, 1, 0, -1]",3.6,593,3.0,0,368,175,50,-1,0,1,6454653,2021-02-06
"[136, 39, 50, 71, 297]","[0, 0, 0, 0, 0]",3.6,593,,0,368,175,50,0,0,0,6454653,2021-02-07
"[136, 39, 50, 71, 297]","[0, 0, 0, 0, 0]",3.6,593,,0,368,175,50,0,0,0,6454653,2021-02-08
"[136, 39, 50, 70, 297]","[0, 0, 0, -1, 0]",3.6,592,,-1,367,175,50,-1,0,0,6454653,2021-02-09
"[136, 39, 50, 71, 297]","[0, 0, 0, 1, 0]",3.6,593,4.0,1,368,175,50,1,0,0,6454653,2021-02-10
"[136, 39, 49, 71, 298]","[0, 0, -1, 0, 1]",3.6,593,5.0,0,369,175,49,1,0,-1,6454653,2021-02-11
"[136, 39, 49, 71, 298]","[0, 0, 0, 0, 0]",3.6,593,,0,369,175,49,0,0,0,6454653,2021-02-12
"[136, 39, 49, 71, 298]","[0, 0, 0, 0, 0]",3.6,593,,0,369,175,49,0,0,0,6454653,2021-02-13
"[136, 39, 49, 71, 298]","[0, 0, 0, 0, 0]",3.6,593,,0,369,175,49,0,0,0,6454653,2021-02-14
"[136, 39, 49, 71, 298]","[0, 0, 0, 0, 0]",3.6,593,,0,369,175,49,0,0,0,6454653,2021-02-15
"[136, 39, 49, 71, 298]","[0, 0, 0, 0, 0]",3.6,593,,0,369,175,49,0,0,0,6454653,2021-02-16
"[136, 39, 49, 71, 298]","[0, 0, 0, 0, 0]",3.6,593,,0,369,175,49,0,0,0,6454653,2021-02-17
"[136, 39, 50, 71, 297]","[0, 0, 1, 0, -1]",3.6,593,3.0,0,368,175,50,-1,0,1,6454653,2021-02-18
"[136, 39, 50, 71, 297]","[0, 0, 0, 0, 0]",3.6,593,,0,368,175,50,0,0,0,6454653,2021-02-19
"[136, 39, 50, 71, 297]","[0, 0, 0, 0, 0]",3.6,593,,0,368,175,50,0,0,0,6454653,2021-02-20
"[136, 39, 50, 71, 297]","[0, 0, 0, 0, 0]",3.6,593,,0,368,175,50,0,0,0,6454653,2021-02-21
"[136, 39, 50, 71, 297]","[0, 0, 0, 0, 0]",3.6,593,,0,368,175,50,0,0,0,6454653,2021-02-22
"[136, 39, 49, 71, 298]","[0, 0, -1, 0, 1]",3.6,593,5.0,0,369,175,49,1,0,-1,6454653,2021-02-23
"[136, 39, 50, 71, 298]","[0, 0, 1, 0, 0]",3.6,594,3.0,1,369,175,50,0,0,1,6454653,2021-02-24
"[136, 39, 50, 71, 298]","[0, 0, 0, 0, 0]",3.6,594,,0,369,175,50,0,0,0,6454653,2021-02-25
"[136, 39, 50, 71, 299]","[0, 0, 0, 0, 1]",3.6,595,5.0,1,370,175,50,1,0,0,6454653,2021-02-26
"[65, 6, 25, 37, 106]","[0, 0, 0, 0, 0]",3.47,239,,0,143,71,25,0,0,0,6612469,2021-02-01
"[65, 6, 24, 38, 106]","[0, 0, -1, 1, 0]",3.48,239,4.0,0,144,71,24,1,0,-1,6612469,2021-02-02
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-03
"[65, 6, 25, 37, 106]","[0, 0, 1, -1, 0]",3.47,239,3.0,0,143,71,25,-1,0,1,6612469,2021-02-04
"[65, 6, 24, 38, 106]","[0, 0, -1, 1, 0]",3.48,239,4.0,0,144,71,24,1,0,-1,6612469,2021-02-05
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-06
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-07
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-08
"[65, 6, 25, 37, 106]","[0, 0, 1, -1, 0]",3.47,239,3.0,0,143,71,25,-1,0,1,6612469,2021-02-09
"[65, 6, 24, 38, 106]","[0, 0, -1, 1, 0]",3.48,239,4.0,0,144,71,24,1,0,-1,6612469,2021-02-10
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-11
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-12
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-13
"[65, 6, 25, 37, 106]","[0, 0, 1, -1, 0]",3.47,239,3.0,0,143,71,25,-1,0,1,6612469,2021-02-14
"[65, 6, 24, 38, 106]","[0, 0, -1, 1, 0]",3.48,239,4.0,0,144,71,24,1,0,-1,6612469,2021-02-15
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-16
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-17
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-18
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-19
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-20
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-21
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-22
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-23
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-24
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-25
"[65, 6, 24, 38, 106]","[0, 0, 0, 0, 0]",3.48,239,,0,144,71,24,0,0,0,6612469,2021-02-26
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-01
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-02
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-03
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-04
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-05
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-06
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-07
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-08
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-09
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-10
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-11
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-12
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-13
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-14
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-15
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-16
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-17
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-18
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-19
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-20
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-21
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-22
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-23
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-24
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-25
"[15, 3, 8, 10, 60]","[0, 0, 0, 0, 0]",4.01,96,,0,70,18,8,0,0,0,6787561,2021-02-26
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-01
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-02
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-03
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-04
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-05
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-06
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-07
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-08
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-09
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-10
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-11
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-12
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-13
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-14
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-15
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-16
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-17
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-18
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-19
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-20
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-21
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-22
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-23
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-24
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-25
"[65, 17, 19, 17, 120]","[0, 0, 0, 0, 0]",3.46,238,,0,137,82,19,0,0,0,10759875,2021-02-26
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-01
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-02
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-03
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-04
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-05
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-06
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-07
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-08
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-09
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-10
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-11
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-12
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-13
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-14
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-15
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-16
"[63, 12, 21, 34, 108]","[0, 0, 0, 0, 0]",3.47,238,,0,142,75,21,0,0,0,11202414,2021-02-17
